DD,MM,YYYY,HH_start,HH_end_1,solar_heat_production_Mwh,solar_radiation_Wh-sqm,HH_end_2,diff_HH_end_2-1,count_of_selcted,manipulation
11,7,2012,13,14,6.58,743,14,0,4598,
11,7,2012,14,15,4.48,603,15,0,4599,
11,7,2012,15,16,3.65,515,16,0,4600,
11,7,2012,16,17,0.96,210,17,0,4601,
11,7,2012,17,18,0.94,292,18,0,4602,
11,7,2012,18,19,0.81,198,19,0,4603,
11,7,2012,19,20,0.36,33,20,0,4604,
11,7,2012,20,21,0,28,21,0,4605,
11,7,2012,21,22,0,10,22,0,4606,
11,7,2012,22,23,0,0,23,0,4607,
11,7,2012,23,24,0,0,24,0,4608,
12,7,2012,0,1,0,0,1,0,4609,
12,7,2012,1,2,0,0,2,0,4610,
12,7,2012,2,3,0,0,3,0,4611,
12,7,2012,3,4,0,0,4,0,4612,
12,7,2012,4,5,0,0,5,0,4613,
12,7,2012,5,6,0,3,6,0,4614,
12,7,2012,6,7,0,36,7,0,4615,
12,7,2012,7,8,0,93,8,0,4616,
12,7,2012,8,9,0,174,9,0,4617,
12,7,2012,9,10,0.11,194,10,0,4618,
12,7,2012,10,11,0.82,308,11,0,4619,
12,7,2012,11,12,3.76,588,12,0,4620,
12,7,2012,12,13,6.06,799,13,0,4621,
12,7,2012,13,14,7.46,849,14,0,4622,
12,7,2012,14,15,5.71,718,15,0,4623,
12,7,2012,15,16,4.59,601,16,0,4624,
12,7,2012,16,17,3.67,514,17,0,4625,
12,7,2012,17,18,1.69,307,18,0,4626,
12,7,2012,18,19,0.73,192,19,0,4627,
12,7,2012,19,20,0.33,84,20,0,4628,
12,7,2012,20,21,0,29,21,0,4629,
12,7,2012,21,22,0,7,22,0,4630,
12,7,2012,22,23,0,0,23,0,4631,
12,7,2012,23,24,0,0,24,0,4632,
13,7,2012,0,1,0,0,1,0,4633,
13,7,2012,1,2,0,0,2,0,4634,
13,7,2012,2,3,0,0,3,0,4635,
13,7,2012,3,4,0,0,4,0,4636,
13,7,2012,4,5,0,0,5,0,4637,
13,7,2012,5,6,0,17,6,0,4638,
13,7,2012,6,7,0,54,7,0,4639,
13,7,2012,7,8,0,95,8,0,4640,
13,7,2012,8,9,0,190,9,0,4641,
13,7,2012,9,10,0.68,296,10,0,4642,
13,7,2012,10,11,3.35,513,11,0,4643,
13,7,2012,11,12,6.32,767,12,0,4644,
13,7,2012,12,13,7.22,845,13,0,4645,
13,7,2012,13,14,5.7,696,14,0,4646,
13,7,2012,14,15,3.67,521,15,0,4647,
13,7,2012,15,16,0.82,92,16,0,4648,
13,7,2012,16,17,0.09,155,17,0,4649,
13,7,2012,17,18,0,82,18,0,4650,
13,7,2012,18,19,0,62,19,0,4651,
13,7,2012,19,20,0,83,20,0,4652,
13,7,2012,20,21,0,41,21,0,4653,
13,7,2012,21,22,0,9,22,0,4654,
13,7,2012,22,23,0,0,23,0,4655,
13,7,2012,23,24,0,0,24,0,4656,
14,7,2012,0,1,0,0,1,0,4657,
14,7,2012,1,2,0,0,2,0,4658,
14,7,2012,2,3,0,0,3,0,4659,
14,7,2012,3,4,0,0,4,0,4660,
14,7,2012,4,5,0,0,5,0,4661,
14,7,2012,5,6,0,6,6,0,4662,
14,7,2012,6,7,0,57,7,0,4663,
14,7,2012,7,8,0,74,8,0,4664,
14,7,2012,8,9,0,150,9,0,4665,
14,7,2012,9,10,0.17,145,10,0,4666,
14,7,2012,10,11,0.19,106,11,0,4667,
14,7,2012,11,12,0.37,292,12,0,4668,
14,7,2012,12,13,0.65,242,13,0,4669,
14,7,2012,13,14,1.74,366,14,0,4670,
14,7,2012,14,15,2.43,429,15,0,4671,
14,7,2012,15,16,3.59,518,16,0,4672,
14,7,2012,16,17,3,415,17,0,4673,
14,7,2012,17,18,0.43,183,18,0,4674,
14,7,2012,18,19,0.46,190,19,0,4675,
14,7,2012,19,20,0.25,82,20,0,4676,
14,7,2012,20,21,0.01,40,21,0,4677,
14,7,2012,21,22,0,19,22,0,4678,
14,7,2012,22,23,0,0,23,0,4679,
14,7,2012,23,24,0,0,24,0,4680,
15,7,2012,0,1,0,0,1,0,4681,
15,7,2012,1,2,0,0,2,0,4682,
15,7,2012,2,3,0,0,3,0,4683,
15,7,2012,3,4,0,0,4,0,4684,
15,7,2012,4,5,0,0,5,0,4685,
15,7,2012,5,6,0,8,6,0,4686,
15,7,2012,6,7,0,38,7,0,4687,
15,7,2012,7,8,0,84,8,0,4688,
15,7,2012,8,9,0.01,203,9,0,4689,
15,7,2012,9,10,0.22,159,10,0,4690,
15,7,2012,10,11,1.16,355,11,0,4691,
15,7,2012,11,12,2.29,363,12,0,4692,
15,7,2012,12,13,4.25,583,13,0,4693,
15,7,2012,13,14,7.26,861,14,0,4694,
15,7,2012,14,15,4.27,550,15,0,4695,
15,7,2012,15,16,3.96,514,16,0,4696,
15,7,2012,16,17,0.96,217,17,0,4697,
15,7,2012,17,18,1.5,315,18,0,4698,
15,7,2012,18,19,0.58,174,19,0,4699,
15,7,2012,19,20,0.24,80,20,0,4700,
15,7,2012,20,21,0.02,27,21,0,4701,
15,7,2012,21,22,0,8,22,0,4702,
15,7,2012,22,23,0,0,23,0,4703,
15,7,2012,23,24,0,0,24,0,4704,
16,7,2012,0,1,0,0,1,0,4705,
16,7,2012,1,2,0,0,2,0,4706,
16,7,2012,2,3,0,0,3,0,4707,
16,7,2012,3,4,0,0,4,0,4708,
16,7,2012,4,5,0,0,5,0,4709,
16,7,2012,5,6,0,11,6,0,4710,
16,7,2012,6,7,0,39,7,0,4711,
16,7,2012,7,8,0,56,8,0,4712,
16,7,2012,8,9,0,231,9,0,4713,
16,7,2012,9,10,0.89,314,10,0,4714,
16,7,2012,10,11,0.62,120,11,0,4715,
16,7,2012,11,12,2.12,491,12,0,4716,
16,7,2012,12,13,5.51,714,13,0,4717,
16,7,2012,13,14,3.39,457,14,0,4718,
16,7,2012,14,15,1.29,248,15,0,4719,
16,7,2012,15,16,2.44,429,16,0,4720,
16,7,2012,16,17,2.1,397,17,0,4721,
16,7,2012,17,18,2.49,434,18,0,4722,
16,7,2012,18,19,0.93,270,19,0,4723,
16,7,2012,19,20,0.28,85,20,0,4724,
16,7,2012,20,21,0.03,38,21,0,4725,
16,7,2012,21,22,0,5,22,0,4726,
16,7,2012,22,23,0,0,23,0,4727,
16,7,2012,23,24,0,0,24,0,4728,
17,7,2012,0,1,0,0,1,0,4729,
17,7,2012,1,2,0,0,2,0,4730,
17,7,2012,2,3,0,0,3,0,4731,
17,7,2012,3,4,0,0,4,0,4732,
17,7,2012,4,5,0,0,5,0,4733,
17,7,2012,5,6,0,5,6,0,4734,
17,7,2012,6,7,0,27,7,0,4735,
17,7,2012,7,8,0,84,8,0,4736,
17,7,2012,8,9,0,237,9,0,4737,
17,7,2012,9,10,0.6,184,10,0,4738,
17,7,2012,10,11,0.2,122,11,0,4739,
17,7,2012,11,12,3.12,540,12,0,4740,
17,7,2012,12,13,6.66,849,13,0,4741,
17,7,2012,13,14,5.49,617,14,0,4742,
17,7,2012,14,15,2.93,460,15,0,4743,
17,7,2012,15,16,3.5,513,16,0,4744,
17,7,2012,16,17,0.76,148,17,0,4745,
17,7,2012,17,18,0.96,317,18,0,4746,
17,7,2012,18,19,0.9,225,19,0,4747,
17,7,2012,19,20,0.41,92,20,0,4748,
17,7,2012,20,21,0.04,25,21,0,4749,
17,7,2012,21,22,0,8,22,0,4750,
17,7,2012,22,23,0,0,23,0,4751,
17,7,2012,23,24,0,0,24,0,4752,
18,7,2012,0,1,0,0,1,0,4753,
18,7,2012,1,2,0,0,2,0,4754,
18,7,2012,2,3,0,0,3,0,4755,
18,7,2012,3,4,0,0,4,0,4756,
18,7,2012,4,5,0,0,5,0,4757,
18,7,2012,5,6,0,7,6,0,4758,
18,7,2012,6,7,0,36,7,0,4759,
18,7,2012,7,8,0,96,8,0,4760,
18,7,2012,8,9,0,142,9,0,4761,
18,7,2012,9,10,0.3,286,10,0,4762,
18,7,2012,10,11,1.72,374,11,0,4763,
18,7,2012,11,12,2.34,394,12,0,4764,
18,7,2012,12,13,3.52,479,13,0,4765,
18,7,2012,13,14,3.21,478,14,0,4766,
18,7,2012,14,15,3.59,507,15,0,4767,
18,7,2012,15,16,3.46,506,16,0,4768,
18,7,2012,16,17,0.38,69,17,0,4769,
18,7,2012,17,18,0.02,43,18,0,4770,
18,7,2012,18,19,0,100,19,0,4771,
18,7,2012,19,20,0,30,20,0,4772,
18,7,2012,20,21,0,7,21,0,4773,
18,7,2012,21,22,0,0,22,0,4774,
18,7,2012,22,23,0,0,23,0,4775,
18,7,2012,23,24,0,0,24,0,4776,
19,7,2012,0,1,0,0,1,0,4777,
19,7,2012,1,2,0,0,2,0,4778,
19,7,2012,2,3,0,0,3,0,4779,
19,7,2012,3,4,0,0,4,0,4780,
19,7,2012,4,5,0,0,5,0,4781,
19,7,2012,5,6,0,1,6,0,4782,
19,7,2012,6,7,0,6,7,0,4783,
19,7,2012,7,8,0,18,8,0,4784,
19,7,2012,8,9,0,57,9,0,4785,
19,7,2012,9,10,0,71,10,0,4786,
19,7,2012,10,11,0,99,11,0,4787,
19,7,2012,11,12,0,71,12,0,4788,
19,7,2012,12,13,0.37,315,13,0,4789,
19,7,2012,13,14,4.21,605,14,0,4790,
19,7,2012,14,15,7.01,799,15,0,4791,
19,7,2012,15,16,6.74,789,16,0,4792,
19,7,2012,16,17,1.14,134,17,0,4793,
19,7,2012,17,18,0.16,126,18,0,4794,
19,7,2012,18,19,0,71,19,0,4795,
19,7,2012,19,20,0,13,20,0,4796,
19,7,2012,20,21,0,7,21,0,4797,
19,7,2012,21,22,0,1,22,0,4798,
19,7,2012,22,23,0,0,23,0,4799,
19,7,2012,23,24,0,0,24,0,4800,
20,7,2012,0,1,0,0,1,0,4801,
20,7,2012,1,2,0,0,2,0,4802,
20,7,2012,2,3,0,0,3,0,4803,
20,7,2012,3,4,0,0,4,0,4804,
20,7,2012,4,5,0,0,5,0,4805,
20,7,2012,5,6,0,9,6,0,4806,
20,7,2012,6,7,0,37,7,0,4807,
20,7,2012,7,8,0,97,8,0,4808,
20,7,2012,8,9,0,173,9,0,4809,
20,7,2012,9,10,0.24,138,10,0,4810,
20,7,2012,10,11,0.36,250,11,0,4811,
20,7,2012,11,12,1.15,327,12,0,4812,
20,7,2012,12,13,1.04,278,13,0,4813,
20,7,2012,13,14,2.44,387,14,0,4814,
20,7,2012,14,15,4.43,586,15,0,4815,
20,7,2012,15,16,2.82,436,16,0,4816,
20,7,2012,16,17,1.97,366,17,0,4817,
20,7,2012,17,18,2.13,359,18,0,4818,
20,7,2012,18,19,0.47,168,19,0,4819,
20,7,2012,19,20,0.19,80,20,0,4820,
20,7,2012,20,21,0.01,39,21,0,4821,
20,7,2012,21,22,0,12,22,0,4822,
20,7,2012,22,23,0,0,23,0,4823,
20,7,2012,23,24,0,0,24,0,4824,
21,7,2012,0,1,0,0,1,0,4825,
21,7,2012,1,2,0,0,2,0,4826,
21,7,2012,2,3,0,0,3,0,4827,
21,7,2012,3,4,0,0,4,0,4828,
21,7,2012,4,5,0,0,5,0,4829,
21,7,2012,5,6,0,7,6,0,4830,
21,7,2012,6,7,0,34,7,0,4831,
21,7,2012,7,8,0,51,8,0,4832,
21,7,2012,8,9,0,217,9,0,4833,
21,7,2012,9,10,0.56,243,10,0,4834,
21,7,2012,10,11,0.3,110,11,0,4835,
21,7,2012,11,12,0.03,157,12,0,4836,
21,7,2012,12,13,0.84,336,13,0,4837,
21,7,2012,13,14,1.34,258,14,0,4838,
21,7,2012,14,15,2.97,487,15,0,4839,
21,7,2012,15,16,3.08,442,16,0,4840,
21,7,2012,16,17,1.49,286,17,0,4841,
21,7,2012,17,18,2.45,417,18,0,4842,
21,7,2012,18,19,1.15,246,19,0,4843,
21,7,2012,19,20,0.42,65,20,0,4844,
21,7,2012,20,21,0,33,21,0,4845,
21,7,2012,21,22,0,5,22,0,4846,
21,7,2012,22,23,0,0,23,0,4847,
21,7,2012,23,24,0,0,24,0,4848,
22,7,2012,0,1,0,0,1,0,4849,
22,7,2012,1,2,0,0,2,0,4850,
22,7,2012,2,3,0,0,3,0,4851,
22,7,2012,3,4,0,0,4,0,4852,
22,7,2012,4,5,0,0,5,0,4853,
22,7,2012,5,6,0,9,6,0,4854,
22,7,2012,6,7,0,39,7,0,4855,
22,7,2012,7,8,0,51,8,0,4856,
22,7,2012,8,9,0,115,9,0,4857,
22,7,2012,9,10,1.34,442,10,0,4858,
22,7,2012,10,11,3.86,602,11,0,4859,
22,7,2012,11,12,3.2,461,12,0,4860,
22,7,2012,12,13,6.13,761,13,0,4861,
22,7,2012,13,14,5.97,757,14,0,4862,
22,7,2012,14,15,6.05,761,15,0,4863,
22,7,2012,15,16,5.97,728,16,0,4864,
22,7,2012,16,17,5.02,652,17,0,4865,
22,7,2012,17,18,2.82,441,18,0,4866,
22,7,2012,18,19,0.86,218,19,0,4867,
22,7,2012,19,20,0.46,88,20,0,4868,
22,7,2012,20,21,0.05,25,21,0,4869,
22,7,2012,21,22,0,5,22,0,4870,
22,7,2012,22,23,0,0,23,0,4871,
22,7,2012,23,24,0,0,24,0,4872,
23,7,2012,0,1,0,0,1,0,4873,
23,7,2012,1,2,0,0,2,0,4874,
23,7,2012,2,3,0,0,3,0,4875,
23,7,2012,3,4,0,0,4,0,4876,
23,7,2012,4,5,0,0,5,0,4877,
23,7,2012,5,6,0,4,6,0,4878,
23,7,2012,6,7,0,22,7,0,4879,
23,7,2012,7,8,0,42,8,0,4880,
23,7,2012,8,9,0,252,9,0,4881,
23,7,2012,9,10,1.91,452,10,0,4882,
23,7,2012,10,11,4.15,603,11,0,4883,
23,7,2012,11,12,5.35,680,12,0,4884,
23,7,2012,12,13,5.87,720,13,0,4885,
23,7,2012,13,14,7.74,879,14,0,4886,
23,7,2012,14,15,7.59,839,15,0,4887,
23,7,2012,15,16,6.58,751,16,0,4888,
23,7,2012,16,17,4.86,611,17,0,4889,
23,7,2012,17,18,2.83,433,18,0,4890,
23,7,2012,18,19,0.91,236,19,0,4891,
23,7,2012,19,20,0.43,75,20,0,4892,
23,7,2012,20,21,0.02,26,21,0,4893,
23,7,2012,21,22,0,6,22,0,4894,
23,7,2012,22,23,0,0,23,0,4895,
23,7,2012,23,24,0,0,24,0,4896,
24,7,2012,0,1,0,0,1,0,4897,
24,7,2012,1,2,0,0,2,0,4898,
24,7,2012,2,3,0,0,3,0,4899,
24,7,2012,3,4,0,0,4,0,4900,
24,7,2012,4,5,0,0,5,0,4901,
24,7,2012,5,6,0,6,6,0,4902,
24,7,2012,6,7,0,27,7,0,4903,
24,7,2012,7,8,0,46,8,0,4904,
24,7,2012,8,9,0,234,9,0,4905,
24,7,2012,9,10,2.03,451,10,0,4906,
24,7,2012,10,11,4.66,627,11,0,4907,
24,7,2012,11,12,6.43,763,12,0,4908,
24,7,2012,12,13,7.39,845,13,0,4909,
24,7,2012,13,14,7.95,868,14,0,4910,
24,7,2012,14,15,7.84,839,15,0,4911,
24,7,2012,15,16,6.61,725,16,0,4912,
24,7,2012,16,17,5.15,614,17,0,4913,
24,7,2012,17,18,2.97,435,18,0,4914,
24,7,2012,18,19,0.88,235,19,0,4915,
24,7,2012,19,20,0.34,73,20,0,4916,
24,7,2012,20,21,0.02,27,21,0,4917,
24,7,2012,21,22,0,5,22,0,4918,
24,7,2012,22,23,0,0,23,0,4919,
24,7,2012,23,24,0,0,24,0,4920,
25,7,2012,0,1,0,0,1,0,4921,
25,7,2012,1,2,0,0,2,0,4922,
25,7,2012,2,3,0,0,3,0,4923,
25,7,2012,3,4,0,0,4,0,4924,
25,7,2012,4,5,0,0,5,0,4925,
25,7,2012,5,6,0,6,6,0,4926,
25,7,2012,6,7,0,26,7,0,4927,
25,7,2012,7,8,0,43,8,0,4928,
25,7,2012,8,9,0,242,9,0,4929,
25,7,2012,9,10,2.18,453,10,0,4930,
25,7,2012,10,11,4.83,635,11,0,4931,
25,7,2012,11,12,6.52,773,12,0,4932,
25,7,2012,12,13,7.42,852,13,0,4933,
25,7,2012,13,14,7.9,873,14,0,4934,
25,7,2012,14,15,5.7,814,15,0,4935,
25,7,2012,15,16,5.24,753,16,0,4936,
25,7,2012,16,17,4.2,607,17,0,4937,
25,7,2012,17,18,2.33,424,18,0,4938,
25,7,2012,18,19,1.08,229,19,0,4939,
25,7,2012,19,20,0.53,79,20,0,4940,
25,7,2012,20,21,0,28,21,0,4941,
25,7,2012,21,22,0,5,22,0,4942,
25,7,2012,22,23,0,0,23,0,4943,
25,7,2012,23,24,0,0,24,0,4944,
26,7,2012,0,1,0,0,1,0,4945,
26,7,2012,1,2,0,0,2,0,4946,
26,7,2012,2,3,0,0,3,0,4947,
26,7,2012,3,4,0,0,4,0,4948,
26,7,2012,4,5,0,0,5,0,4949,
26,7,2012,5,6,0,5,6,0,4950,
26,7,2012,6,7,0,28,7,0,4951,
26,7,2012,7,8,0,52,8,0,4952,
26,7,2012,8,9,0.09,238,9,0,4953,
26,7,2012,9,10,1.66,440,10,0,4954,
26,7,2012,10,11,4.17,617,11,0,4955,
26,7,2012,11,12,5.93,752,12,0,4956,
26,7,2012,12,13,6.98,834,13,0,4957,
26,7,2012,13,14,7.47,862,14,0,4958,
26,7,2012,14,15,7.26,833,15,0,4959,
26,7,2012,15,16,5.86,724,16,0,4960,
26,7,2012,16,17,4.53,606,17,0,4961,
26,7,2012,17,18,2.52,428,18,0,4962,
26,7,2012,18,19,0.73,230,19,0,4963,
26,7,2012,19,20,0.26,77,20,0,4964,
26,7,2012,20,21,0.09,25,21,0,4965,
26,7,2012,21,22,0,5,22,0,4966,
26,7,2012,22,23,0,0,23,0,4967,
26,7,2012,23,24,0,0,24,0,4968,
27,7,2012,0,1,0,0,1,0,4969,
27,7,2012,1,2,0,0,2,0,4970,
27,7,2012,2,3,0,0,3,0,4971,
27,7,2012,3,4,0,0,4,0,4972,
27,7,2012,4,5,0,0,5,0,4973,
27,7,2012,5,6,0,5,6,0,4974,
27,7,2012,6,7,0,24,7,0,4975,
27,7,2012,7,8,0,37,8,0,4976,
27,7,2012,8,9,0,246,9,0,4977,
27,7,2012,9,10,1.73,456,10,0,4978,
27,7,2012,10,11,4.4,637,11,0,4979,
27,7,2012,11,12,6.18,769,12,0,4980,
27,7,2012,12,13,7.22,849,13,0,4981,
27,7,2012,13,14,7.69,876,14,0,4982,
27,7,2012,14,15,7.44,845,15,0,4983,
27,7,2012,15,16,6.31,751,16,0,4984,
27,7,2012,16,17,4.61,612,17,0,4985,
27,7,2012,17,18,2.51,429,18,0,4986,
27,7,2012,18,19,0.66,230,19,0,4987,
27,7,2012,19,20,0.21,71,20,0,4988,
27,7,2012,20,21,0.05,24,21,0,4989,
27,7,2012,21,22,0,3,22,0,4990,
27,7,2012,22,23,0,0,23,0,4991,
27,7,2012,23,24,0,0,24,0,4992,
28,7,2012,0,1,0,0,1,0,4993,
28,7,2012,1,2,0,0,2,0,4994,
28,7,2012,2,3,0,0,3,0,4995,
28,7,2012,3,4,0,0,4,0,4996,
28,7,2012,4,5,0,0,5,0,4997,
28,7,2012,5,6,0,0,6,0,4998,
28,7,2012,6,7,0,22,7,0,4999,
28,7,2012,7,8,0,102,8,0,5000,
28,7,2012,8,9,0.06,140,9,0,5001,
28,7,2012,9,10,0.56,296,10,0,5002,
28,7,2012,10,11,3.67,610,11,0,5003,
28,7,2012,11,12,3.17,467,12,0,5004,
28,7,2012,12,13,4.26,648,13,0,5005,
28,7,2012,13,14,4.84,638,14,0,5006,
28,7,2012,14,15,2.59,379,15,0,5007,
28,7,2012,15,16,0.48,163,16,0,5008,
28,7,2012,16,17,0.91,354,17,0,5009,
28,7,2012,17,18,1.75,379,18,0,5010,
28,7,2012,18,19,0.66,227,19,0,5011,
28,7,2012,19,20,0.39,126,20,0,5012,
28,7,2012,20,21,0.17,33,21,0,5013,
28,7,2012,21,22,0,5,22,0,5014,
28,7,2012,22,23,0,0,23,0,5015,
28,7,2012,23,24,0,0,24,0,5016,
29,7,2012,0,1,0,0,1,0,5017,
29,7,2012,1,2,0,0,2,0,5018,
29,7,2012,2,3,0,0,3,0,5019,
29,7,2012,3,4,0,0,4,0,5020,
29,7,2012,4,5,0,0,5,0,5021,
29,7,2012,5,6,0,1,6,0,5022,
29,7,2012,6,7,0,6,7,0,5023,
29,7,2012,7,8,0,34,8,0,5024,
29,7,2012,8,9,0,84,9,0,5025,
29,7,2012,9,10,0,124,10,0,5026,
29,7,2012,10,11,0,107,11,0,5027,
29,7,2012,11,12,0,141,12,0,5028,
29,7,2012,12,13,0,180,13,0,5029,
29,7,2012,13,14,1.07,405,14,0,5030,
29,7,2012,14,15,1.05,192,15,0,5031,
29,7,2012,15,16,0.38,123,16,0,5032,
29,7,2012,16,17,0.09,135,17,0,5033,
29,7,2012,17,18,0.11,121,18,0,5034,
29,7,2012,18,19,0.06,73,19,0,5035,
29,7,2012,19,20,0,32,20,0,5036,
29,7,2012,20,21,0,8,21,0,5037,
29,7,2012,21,22,0,0,22,0,5038,
29,7,2012,22,23,0,0,23,0,5039,
29,7,2012,23,24,0,0,24,0,5040,
30,7,2012,0,1,0,0,1,0,5041,
30,7,2012,1,2,0,0,2,0,5042,
30,7,2012,2,3,0,0,3,0,5043,
30,7,2012,3,4,0,0,4,0,5044,
30,7,2012,4,5,0,0,5,0,5045,
30,7,2012,5,6,0,4,6,0,5046,
30,7,2012,6,7,0,25,7,0,5047,
30,7,2012,7,8,0,45,8,0,5048,
30,7,2012,8,9,0,248,9,0,5049,
30,7,2012,9,10,0.93,395,10,0,5050,
30,7,2012,10,11,3.22,594,11,0,5051,
30,7,2012,11,12,5.68,772,12,0,5052,
30,7,2012,12,13,5.07,644,13,0,5053,
30,7,2012,13,14,3,423,14,0,5054,
30,7,2012,14,15,2.23,388,15,0,5055,
30,7,2012,15,16,2.22,427,16,0,5056,
30,7,2012,16,17,4.66,611,17,0,5057,
30,7,2012,17,18,1.39,171,18,0,5058,
30,7,2012,18,19,0.19,118,19,0,5059,
30,7,2012,19,20,0.08,59,20,0,5060,
30,7,2012,20,21,0,24,21,0,5061,
30,7,2012,21,22,0,2,22,0,5062,
30,7,2012,22,23,0,0,23,0,5063,
30,7,2012,23,24,0,0,24,0,5064,
31,7,2012,0,1,0,0,1,0,5065,
31,7,2012,1,2,0,0,2,0,5066,
31,7,2012,2,3,0,0,3,0,5067,
31,7,2012,3,4,0,0,4,0,5068,
31,7,2012,4,5,0,0,5,0,5069,
31,7,2012,5,6,0,3,6,0,5070,
31,7,2012,6,7,0,21,7,0,5071,
31,7,2012,7,8,0,43,8,0,5072,
31,7,2012,8,9,0,243,9,0,5073,
31,7,2012,9,10,1.26,418,10,0,5074,
31,7,2012,10,11,4.24,612,11,0,5075,
31,7,2012,11,12,5.9,728,12,0,5076,
31,7,2012,12,13,7.2,850,13,0,5077,
31,7,2012,13,14,7.86,922,14,0,5078,
31,7,2012,14,15,4.88,621,15,0,5079,
31,7,2012,15,16,4.15,528,16,0,5080,
31,7,2012,16,17,1.87,335,17,0,5081,
31,7,2012,17,18,1.3,221,18,0,5082,
31,7,2012,18,19,0.4,74,19,0,5083,
31,7,2012,19,20,0,65,20,0,5084,
31,7,2012,20,21,0,38,21,0,5085,
31,7,2012,21,22,0,2,22,0,5086,
31,7,2012,22,23,0,0,23,0,5087,
31,7,2012,23,24,0,0,24,0,5088,
1,8,2012,0,1,0,0,1,0,5089,
1,8,2012,1,2,0,0,2,0,5090,
1,8,2012,2,3,0,0,3,0,5091,
1,8,2012,3,4,0,0,4,0,5092,
1,8,2012,4,5,0,0,5,0,5093,
1,8,2012,5,6,0,2,6,0,5094,
1,8,2012,6,7,0,31,7,0,5095,
1,8,2012,7,8,0,64,8,0,5096,
1,8,2012,8,9,0,143,9,0,5097,
1,8,2012,9,10,0,132,10,0,5098,
1,8,2012,10,11,1.31,393,11,0,5099,
1,8,2012,11,12,4.87,662,12,0,5100,
1,8,2012,12,13,4.04,563,13,0,5101,
1,8,2012,13,14,5.64,722,14,0,5102,
1,8,2012,14,15,6.76,804,15,0,5103,
1,8,2012,15,16,6.08,716,16,0,5104,
1,8,2012,16,17,4.78,606,17,0,5105,
1,8,2012,17,18,2.58,413,18,0,5106,
1,8,2012,18,19,0.95,177,19,0,5107,
1,8,2012,19,20,0.34,72,20,0,5108,
1,8,2012,20,21,0.02,23,21,0,5109,
1,8,2012,21,22,0,2,22,0,5110,
1,8,2012,22,23,0,0,23,0,5111,
1,8,2012,23,24,0,0,24,0,5112,
2,8,2012,0,1,0,0,1,0,5113,
2,8,2012,1,2,0,0,2,0,5114,
2,8,2012,2,3,0,0,3,0,5115,
2,8,2012,3,4,0,0,4,0,5116,
2,8,2012,4,5,0,0,5,0,5117,
2,8,2012,5,6,0,4,6,0,5118,
2,8,2012,6,7,0,37,7,0,5119,
2,8,2012,7,8,0,77,8,0,5120,
2,8,2012,8,9,0,157,9,0,5121,
2,8,2012,9,10,0.97,381,10,0,5122,
2,8,2012,10,11,4.43,620,11,0,5123,
2,8,2012,11,12,2.03,365,12,0,5124,
2,8,2012,12,13,1.2,258,13,0,5125,
2,8,2012,13,14,0.45,158,14,0,5126,
2,8,2012,14,15,0.53,243,15,0,5127,
2,8,2012,15,16,1.16,276,16,0,5128,
2,8,2012,16,17,1.21,266,17,0,5129,
2,8,2012,17,18,0.38,148,18,0,5130,
2,8,2012,18,19,0.36,105,19,0,5131,
2,8,2012,19,20,0.23,70,20,0,5132,
2,8,2012,20,21,0.03,26,21,0,5133,
2,8,2012,21,22,0,2,22,0,5134,
2,8,2012,22,23,0,0,23,0,5135,
2,8,2012,23,24,0,0,24,0,5136,
3,8,2012,0,1,0,0,1,0,5137,
3,8,2012,1,2,0,0,2,0,5138,
3,8,2012,2,3,0,0,3,0,5139,
3,8,2012,3,4,0,0,4,0,5140,
3,8,2012,4,5,0,0,5,0,5141,
3,8,2012,5,6,0,2,6,0,5142,
3,8,2012,6,7,0,20,7,0,5143,
3,8,2012,7,8,0,50,8,0,5144,
3,8,2012,8,9,0,241,9,0,5145,
3,8,2012,9,10,1.7,444,10,0,5146,
3,8,2012,10,11,3.46,507,11,0,5147,
3,8,2012,11,12,6.28,765,12,0,5148,
3,8,2012,12,13,7.45,861,13,0,5149,
3,8,2012,13,14,6.87,795,14,0,5150,
3,8,2012,14,15,7.04,860,15,0,5151,
3,8,2012,15,16,6.5,759,16,0,5152,
3,8,2012,16,17,4.85,617,17,0,5153,
3,8,2012,17,18,2.72,434,18,0,5154,
3,8,2012,18,19,0.88,145,19,0,5155,
3,8,2012,19,20,0.22,30,20,0,5156,
3,8,2012,20,21,0,19,21,0,5157,
3,8,2012,21,22,0,1,22,0,5158,
3,8,2012,22,23,0,0,23,0,5159,
3,8,2012,23,24,0,0,24,0,5160,
4,8,2012,0,1,0,0,1,0,5161,
4,8,2012,1,2,0,0,2,0,5162,
4,8,2012,2,3,0,0,3,0,5163,
4,8,2012,3,4,0,0,4,0,5164,
4,8,2012,4,5,0,0,5,0,5165,
4,8,2012,5,6,0,2,6,0,5166,
4,8,2012,6,7,0,20,7,0,5167,
4,8,2012,7,8,0,40,8,0,5168,
4,8,2012,8,9,0,244,9,0,5169,
4,8,2012,9,10,1.83,463,10,0,5170,
4,8,2012,10,11,4.08,576,11,0,5171,
4,8,2012,11,12,4.48,552,12,0,5172,
4,8,2012,12,13,7.25,868,13,0,5173,
4,8,2012,13,14,7.39,843,14,0,5174,
4,8,2012,14,15,6.69,771,15,0,5175,
4,8,2012,15,16,0.82,112,16,0,5176,
4,8,2012,16,17,0.19,44,17,0,5177,
4,8,2012,17,18,0.28,297,18,0,5178,
